agent_type,model_architecture,deployment_environment,task_category,task_complexity,autonomy_level,success_rate,accuracy_score,efficiency_score,execution_time_seconds,response_latency_ms,memory_usage_mb,cpu_usage_percent,human_intervention_required,error_recovery_rate,multimodal_capability,edge_compatibility,performance_index,cost_efficiency_ratio,autonomous_capability_score,DAY(timestamp),MONTH(timestamp),WEEKDAY(timestamp),YEAR(timestamp)
HR Recruiter,InstructGPT,Desktop,Problem Solving,6.0,5.0,0.4417,0.5381,0.6297,108.98,241.61,418.9,65.0,True,0.5596,False,True,0.52702,12.699277108433735,89.172,1,5,3,2025
Financial Advisor,CodeT5+,Mobile,Planning & Scheduling,3.0,2.0,0.744,0.7874,0.7487,37.31,2306.98,207.2,42.2,False,0.8931,False,True,0.7584299999999999,48.93096774193548,102.517,1,5,3,2025
QA Tester,InstructGPT,Desktop,Text Processing,4.0,4.0,0.6762,0.764,0.7475,36.22,977.92,282.0,36.6,True,0.7976,False,False,0.72393,45.53018867924528,95.832,1,5,3,2025
Financial Advisor,CodeT5+,Edge,Planning & Scheduling,3.0,1.0,0.6969,0.739,0.7771,36.44,1300.52,170.2,43.3,True,0.82,False,True,0.73359,49.566891891891885,67.4,1,5,3,2025
Marketing Assistant,LLaMA-3,Server,Learning & Adaptation,7.0,7.0,0.3918,0.5539,0.5691,50.98,1042.42,439.0,75.2,True,0.4806,False,True,0.49362,22.036607142857147,103.642,1,5,3,2025
Project Manager,Transformer-XL,Cloud,Communication,3.0,4.0,0.6122,0.7548,0.695,19.8,204.48,207.3,47.5,True,0.7127,False,False,0.67982,70.08453608247422,89.88900000000001,1,5,3,2025
Document Processor,PaLM-2,Desktop,Text Processing,6.0,6.0,0.4635,0.5597,0.58455,41.09,630.935,408.65,69.4,False,0.53905,False,True,0.5292349999999999,27.966852002794596,102.434,1,5,3,2025
Social Media Manager,Falcon-180B,Server,Data Analysis,8.0,8.0,0.3,0.4,0.4857,68.35,500.0,480.4,90.3,True,0.374,True,False,0.38571,13.486363636363636,106.18,1,5,3,2025
Social Media Manager,PaLM-2,Server,Decision Making,9.0,10.0,0.3,0.4303,0.447,61.12,325.47,573.0,95.3,True,0.4224,False,True,0.38319,14.139852398523985,129.568,1,5,3,2025
Customer Service,GPT-4o,Desktop,Decision Making,5.0,4.0,0.71,0.6963,0.6363,56.06,316.78,364.1,55.4,False,0.8537,False,False,0.6837799999999999,29.346781115879825,119.759,1,5,3,2025
Marketing Assistant,Falcon-180B,Mobile,Communication,5.0,7.0,0.5303,0.567,0.5834,21.23,345.73,308.4,70.9,True,0.6748,False,True,0.55724,49.75357142857142,117.236,1,5,3,2025
Customer Service,GPT-4o,Mobile,Creative Writing,6.0,5.0,0.4805,0.6223,0.5901,28.26,134.99,385.7,84.0,True,0.5511,True,True,0.55592,38.87552447552447,88.577,1,5,3,2025
Social Media Manager,InstructGPT,Cloud,Text Processing,7.0,6.0,0.4348,0.5713,0.5742,29.67,1674.36,450.2,87.9,True,0.4848,False,True,0.51757,33.608441558441555,93.936,1,5,3,2025
Sales Assistant,PaLM-2,Cloud,Text Processing,5.0,5.0,0.6108,0.6544,0.617,19.09,405.74,397.1,75.3,True,0.6374,False,True,0.62574,55.375221238938046,94.618,1,5,3,2025
Content Creator,GPT-4o,Server,Problem Solving,7.0,5.0,0.3802,0.5669,0.6089,67.93,661.0,474.6,93.1,True,0.4229,False,False,0.5048199999999999,17.775352112676053,79.60300000000001,1,5,3,2025
Sales Assistant,Transformer-XL,Cloud,Decision Making,8.0,8.0,0.3411,0.4,0.4189,41.48,595.31,503.2,74.3,True,0.3765,False,False,0.38211,19.201507537688443,106.355,1,5,3,2025
Data Analyst,Transformer-XL,Edge,Planning & Scheduling,5.0,3.0,0.4782,0.7174,0.5995,33.81,130.45,381.6,76.5,True,0.5206,False,True,0.5863499999999999,36.41925465838509,66.442,1,5,3,2025
Sales Assistant,GPT-4o,Hybrid,Text Processing,5.0,4.0,0.6135,0.6921,0.6661,26.79,117.5,381.1,62.7,True,0.6834,False,False,0.65286,47.654014598540144,87.838,1,5,3,2025
Marketing Assistant,LLaMA-3,Cloud,Communication,6.0,7.0,0.4462,0.5902,0.6137,13.9,351.39,386.4,58.2,True,0.514,False,False,0.53965,56.80526315789472,105.98,1,5,3,2025
Customer Service,Claude-3.5,Cloud,Decision Making,7.0,5.0,0.3822,0.544,0.5794,40.64,977.89,433.0,83.6,True,0.4349,False,False,0.4899,25.92063492063492,80.443,1,5,3,2025
Email Manager,Falcon-180B,Hybrid,Learning & Adaptation,9.0,10.0,0.3,0.4,0.4542,109.71,491.65,517.3,100.6,True,0.4147,False,False,0.37626,8.811709601873536,129.029,1,5,3,2025
Sales Assistant,Falcon-180B,Cloud,Data Analysis,4.0,2.0,0.7008,0.6595,0.7172,58.78,368.32,324.7,59.4,False,0.7212,False,True,0.69333,29.131512605042012,90.484,1,5,3,2025
Customer Service,GPT-4o,Hybrid,Communication,3.0,3.0,0.7672,0.7911,0.8415,19.95,103.14,262.7,46.8,False,0.8173,False,False,0.7966600000000001,77.34563106796118,107.211,1,5,3,2025
Sales Assistant,InstructGPT,Hybrid,Problem Solving,9.0,8.0,0.3,0.4091,0.4698,90.02,650.24,559.9,99.7,True,0.3861,False,False,0.3836699999999999,10.4827868852459,107.027,1,5,3,2025
Social Media Manager,LLaMA-3,Edge,Creative Writing,5.0,6.0,0.5039,0.5535,0.6356,25.7,1733.82,340.3,52.0,True,0.5756,False,True,0.55829,42.94538461538461,100.292,1,5,3,2025
QA Tester,LLaMA-3,Hybrid,Problem Solving,10.0,9.0,0.3,0.4,0.401,78.49,423.0,631.1,107.4,True,0.4237,False,True,0.3603,10.755223880597017,119.659,2,5,4,2025
QA Tester,Gemini-Pro,Mobile,Text Processing,6.0,6.0,0.5238,0.5957,0.5683,32.35,1046.98,431.6,60.1,True,0.6682,False,True,0.5587200000000001,34.703105590062115,106.774,2,5,4,2025
Social Media Manager,Falcon-180B,Server,Decision Making,5.0,4.0,0.4756,0.6813,0.6203,35.85,346.56,359.4,61.3,True,0.5486,False,False,0.58072,35.195151515151515,78.402,2,5,4,2025
Email Manager,Gemini-Pro,Server,Decision Making,10.0,10.0,0.3,0.4,0.4201,41.74,104.25,599.7,104.5,True,0.4231,False,False,0.3660299999999999,17.5133971291866,129.617,2,5,4,2025
Social Media Manager,Transformer-XL,Mobile,Code Generation,8.0,9.0,0.3,0.4068,0.4621,25.3,206.08,505.0,88.3,True,0.3183,False,True,0.3806699999999999,26.253103448275866,112.281,2,5,4,2025
Marketing Assistant,Transformer-XL,Hybrid,Learning & Adaptation,10.0,10.0,0.3,0.4,0.3435,94.71,370.51,619.7,81.4,True,0.3807,False,True,0.3430499999999999,8.841494845360824,126.649,2,5,4,2025
Content Creator,InstructGPT,Edge,Communication,5.0,3.0,0.5774,0.6505,0.6877,24.0,1448.26,356.4,69.2,True,0.65,False,True,0.63242,50.19206349206349,75.5,2,5,4,2025
QA Tester,GPT-4o,Server,Text Processing,7.0,9.0,0.4427,0.5685,0.5399,31.93,1356.19,414.6,59.1,True,0.4468,False,False,0.5096,32.25316455696203,121.276,2,5,4,2025
QA Tester,PaLM-2,Mobile,Code Generation,9.0,10.0,0.3931,0.4,0.4243,68.46,268.67,575.6,100.9,True,0.4082,False,True,0.40453,13.666554054054057,128.574,2,5,4,2025
Financial Advisor,InstructGPT,Server,Text Processing,5.0,7.0,0.5695,0.6671,0.6781,25.79,353.04,399.1,58.2,True,0.6205,False,False,0.63136,46.423529411764704,113.435,2,5,4,2025
Email Manager,Falcon-180B,Mobile,Creative Writing,8.0,10.0,0.3,0.4191,0.465,26.18,156.01,518.7,99.2,True,0.3218,True,True,0.3852299999999999,25.85436241610738,122.526,2,5,4,2025
Data Analyst,Mixtral-8x7B,Mobile,Decision Making,5.0,4.0,0.6381,0.6078,0.622,48.65,990.36,383.4,48.7,True,0.6899,False,True,0.62418,29.58199052132701,88.293,2,5,4,2025
Customer Service,PaLM-2,Edge,Decision Making,7.0,5.0,0.3855,0.4898,0.544,42.24,1277.45,470.3,80.8,True,0.4167,False,True,0.46434,23.45151515151515,79.169,2,5,4,2025
Data Analyst,Gemini-Pro,Desktop,Creative Writing,7.0,5.0,0.398,0.5087,0.5927,38.04,758.41,439.5,65.1,True,0.4361,True,False,0.48962,27.05082872928177,80.527,2,5,4,2025
Financial Advisor,InstructGPT,Cloud,Data Analysis,8.0,6.0,0.4184,0.4214,0.4886,41.44,247.39,503.9,94.2,True,0.5662,False,False,0.44036,22.1286432160804,99.634,2,5,4,2025
Project Manager,Falcon-180B,Mobile,Text Processing,5.0,3.0,0.5241,0.599,0.6042,15.31,1362.6,358.3,61.6,True,0.5565,False,True,0.5706,58.824742268041234,68.955,2,5,4,2025
HR Recruiter,Mixtral-8x7B,Desktop,Communication,4.0,2.0,0.6137,0.7061,0.6436,15.69,1412.0,305.8,46.0,True,0.6214,False,False,0.65039,69.93440860215054,63.498,2,5,4,2025
QA Tester,Falcon-180B,Desktop,Communication,3.0,2.0,0.7336,0.7914,0.729,18.31,166.29,305.1,48.5,False,0.7833,False,False,0.74956,73.48627450980392,94.831,2,5,4,2025
Code Assistant,PaLM-2,Edge,Text Processing,6.0,6.0,0.4755,0.6004,0.6161,36.46,395.63,372.6,55.3,True,0.5436,False,True,0.55515,32.849112426035504,98.052,2,5,4,2025
HR Recruiter,CodeT5+,Desktop,Creative Writing,4.0,4.0,0.7197,0.7083,0.7167,31.87,315.62,291.4,63.7,False,0.7924,True,False,0.71538,49.336551724137934,115.468,2,5,4,2025
Project Manager,InstructGPT,Cloud,Problem Solving,8.0,8.0,0.3,0.4834,0.5223,82.96,1135.18,495.2,89.4,True,0.3521,False,False,0.42171,12.550892857142856,104.647,2,5,4,2025
Social Media Manager,PaLM-2,Cloud,Communication,4.0,5.0,0.6672,0.6823,0.6967,22.57,513.9,284.6,57.9,True,0.7791,False,True,0.6805800000000001,59.7,104.537,2,5,4,2025
Task Planner,CodeT5+,Hybrid,Data Analysis,4.0,4.0,0.6162,0.727,0.7265,53.68,141.12,212.1,71.7,True,0.6803,True,False,0.68253,32.50142857142857,87.62100000000001,2,5,4,2025
Document Processor,Claude-3.5,Server,Problem Solving,7.0,8.0,0.4756,0.5691,0.5516,93.1,495.14,497.2,79.2,True,0.5247,False,False,0.52645,14.22837837837838,116.729,2,5,4,2025
Code Assistant,InstructGPT,Server,Planning & Scheduling,4.0,4.0,0.6818,0.7401,0.7156,11.94,216.71,288.3,53.9,True,0.8203,False,True,0.70943,89.8012658227848,97.421,2,5,4,2025
Data Analyst,Mixtral-8x7B,Edge,Communication,4.0,5.0,0.546,0.6516,0.5808,22.07,439.05,237.4,41.7,True,0.6567,False,True,0.58812,54.9644859813084,95.969,2,5,4,2025
HR Recruiter,Gemini-Pro,Edge,Communication,6.0,6.0,0.4635,0.5597,0.58455,41.09,630.935,408.65,69.4,False,0.53905,False,True,0.5292349999999999,27.966852002794596,102.434,2,5,4,2025
Project Manager,CodeT5+,Mobile,Learning & Adaptation,9.0,8.0,0.3,0.4453,0.387,109.75,1074.03,516.9,108.6,True,0.4037,False,True,0.3696899999999999,8.637616822429907,108.259,2,5,4,2025
Task Planner,Mixtral-8x7B,Desktop,Creative Writing,4.0,4.0,0.5949,0.6819,0.6224,47.18,208.18,292.8,51.6,True,0.6719,True,False,0.62925,31.94162436548223,87.033,3,5,5,2025
Customer Service,InstructGPT,Server,Data Analysis,7.0,8.0,0.4196,0.5655,0.5337,44.24,1400.18,458.7,72.4,True,0.4935,True,False,0.4975999999999999,24.512315270935957,114.545,3,5,5,2025
Sales Assistant,CodeT5+,Hybrid,Decision Making,6.0,7.0,0.3637,0.5205,0.5676,32.51,154.36,394.1,77.5,True,0.4457,False,True,0.47191,29.867721518987334,101.199,3,5,5,2025
Translation Agent,Gemini-Pro,Server,Data Analysis,8.0,8.0,0.3484,0.4354,0.5373,44.22,535.8,536.0,86.8,True,0.3586,False,True,0.43117,20.434597156398105,105.102,3,5,5,2025
Financial Advisor,GPT-4o,Mobile,Learning & Adaptation,6.0,6.0,0.4635,0.5597,0.58455,41.09,630.935,408.65,69.4,True,0.53905,False,True,0.5292349999999999,27.966852002794596,102.434,3,5,5,2025
Code Assistant,CodeT5+,Hybrid,Creative Writing,4.0,5.0,0.5883,0.7197,0.7555,32.4,703.06,251.3,42.5,True,0.7332,True,False,0.67788,47.40419580419581,101.324,3,5,5,2025
Email Manager,Transformer-XL,Server,Decision Making,7.0,7.0,0.3525,0.496,0.4998,4.95,399.31,390.2,74.0,True,0.4609,False,False,0.4397399999999999,66.62727272727271,102.263,3,5,5,2025
Translation Agent,PaLM-2,Mobile,Communication,3.0,3.0,0.6986,0.7312,0.7538,11.03,711.05,264.5,51.2,True,0.7303,False,True,0.72494,99.30684931506848,81.121,3,5,5,2025
Translation Agent,Mixtral-8x7B,Cloud,Communication,6.0,6.0,0.4635,0.5597,0.58455,41.09,630.935,408.65,69.4,False,0.53905,False,False,0.5292349999999999,27.966852002794596,102.434,3,5,5,2025
Translation Agent,Claude-3.5,Mobile,Data Analysis,4.0,5.0,0.6776,0.6585,0.7591,76.44,1222.74,297.0,47.6,True,0.8134,False,True,0.6963199999999999,23.604067796610167,106.938,3,5,5,2025
Data Analyst,CodeT5+,Edge,Code Generation,4.0,3.0,0.7224,0.7676,0.7071,62.5,424.91,327.4,69.7,False,0.7433,False,True,0.7313700000000001,29.138247011952192,102.031,3,5,5,2025
Financial Advisor,GPT-4o,Desktop,Problem Solving,10.0,9.0,0.3,0.4,0.4039,86.87,275.78,596.3,83.5,True,0.4211,False,True,0.36117,10.060445682451252,119.477,3,5,5,2025
Marketing Assistant,Transformer-XL,Hybrid,Communication,5.0,6.0,0.5591,0.5939,0.5791,21.12,1152.88,344.1,69.9,True,0.6704,False,False,0.5755399999999999,50.046956521739126,106.928,3,5,5,2025
HR Recruiter,Claude-3.5,Mobile,Code Generation,5.0,4.0,0.5513,0.7331,0.6955,43.26,1671.39,354.6,54.3,True,0.6978,False,True,0.6491,34.16315789473684,88.846,3,5,5,2025
Marketing Assistant,Falcon-180B,Mobile,Research & Summarization,7.0,6.0,0.3429,0.543,0.5805,87.48,482.26,448.8,83.6,True,0.3719,True,True,0.47421,13.70549132947977,86.033,3,5,5,2025
Data Analyst,Transformer-XL,Edge,Planning & Scheduling,7.0,7.0,0.3802,0.5759,0.5416,41.08,693.78,448.1,93.3,True,0.4922,False,True,0.4873299999999999,25.381770833333327,104.454,3,5,5,2025
QA Tester,Transformer-XL,Cloud,Decision Making,10.0,8.0,0.3,0.4,0.3389,35.7,236.97,621.7,103.9,True,0.3758,False,False,0.34167,17.888481675392665,106.306,3,5,5,2025
Code Assistant,Claude-3.5,Server,Text Processing,7.0,7.0,0.482,0.5555,0.5913,18.39,1305.78,434.6,85.1,True,0.6203,False,True,0.53684,46.68173913043479,113.421,3,5,5,2025
Code Assistant,Gemini-Pro,Desktop,Problem Solving,10.0,10.0,0.3,0.4,0.3511,47.33,429.12,596.6,108.1,True,0.3442,False,True,0.34533,15.212775330396475,124.094,3,5,5,2025
Document Processor,Falcon-180B,Edge,Decision Making,6.0,4.0,0.5429,0.5699,0.5754,36.86,1183.81,375.7,80.2,True,0.6809,False,True,0.56075,32.98529411764706,87.663,3,5,5,2025
Document Processor,Claude-3.5,Mobile,Communication,6.0,6.0,0.4635,0.5597,0.58455,41.09,630.935,408.65,69.4,False,0.53905,False,True,0.5292349999999999,27.966852002794596,102.434,3,5,5,2025
Data Analyst,Mixtral-8x7B,Edge,Decision Making,5.0,6.0,0.5954,0.5952,0.5989,60.18,902.01,385.1,57.7,True,0.6312,False,True,0.59639,23.95140562248996,104.184,3,5,5,2025
Marketing Assistant,LLaMA-3,Hybrid,Planning & Scheduling,4.0,2.0,0.6482,0.6612,0.7108,21.3,853.46,322.2,62.7,True,0.6882,False,False,0.67088,59.36991150442478,68.174,3,5,5,2025
Email Manager,Mixtral-8x7B,Server,Decision Making,8.0,8.0,0.3228,0.451,0.4724,16.69,1181.6,509.1,73.0,True,0.429,False,True,0.4061399999999999,34.712820512820514,110.03,3,5,5,2025
Translation Agent,CodeT5+,Cloud,Communication,6.0,7.0,0.558,0.5299,0.6119,21.31,1807.99,388.6,50.1,True,0.6778,False,True,0.56574,47.145,117.446,3,5,5,2025
HR Recruiter,Gemini-Pro,Mobile,Data Analysis,7.0,6.0,0.3888,0.4994,0.5716,67.5,346.96,436.3,76.9,True,0.5093,True,True,0.47682,17.09032258064516,95.651,3,5,5,2025
Financial Advisor,Gemini-Pro,Cloud,Planning & Scheduling,5.0,4.0,0.563,0.6563,0.6423,20.13,139.69,338.4,49.1,True,0.6988,False,False,0.61478,55.38558558558559,88.916,3,5,5,2025
Email Manager,CodeT5+,Mobile,Data Analysis,8.0,6.0,0.3779,0.4777,0.4983,71.76,1336.1,488.3,70.9,True,0.4591,True,True,0.44396,14.897986577181207,92.137,3,5,5,2025
Customer Service,LLaMA-3,Mobile,Creative Writing,6.0,5.0,0.4432,0.5637,0.5689,23.93,1274.51,399.4,63.8,True,0.4592,False,True,0.51706,39.77384615384615,82.144,3,5,5,2025
Task Planner,PaLM-2,Cloud,Decision Making,6.0,4.0,0.4747,0.6232,0.5825,23.29,399.28,376.7,72.2,True,0.4919,False,False,0.55159,44.1272,74.43299999999999,3,5,5,2025
Content Creator,GPT-4o,Edge,Research & Summarization,6.0,6.0,0.529,0.548,0.6004,13.55,122.98,379.6,59.0,True,0.5905,False,True,0.55612,59.79784946236559,101.335,4,5,6,2025
Email Manager,Gemini-Pro,Server,Creative Writing,4.0,5.0,0.6257,0.6822,0.6867,27.67,362.36,310.0,43.0,True,0.6933,False,False,0.66095,49.69548872180452,98.531,4,5,6,2025
Marketing Assistant,Transformer-XL,Hybrid,Learning & Adaptation,7.0,7.0,0.3579,0.5969,0.5099,36.77,241.17,426.5,73.5,True,0.3723,False,False,0.4752,27.154285714285717,96.061,4,5,6,2025
QA Tester,Falcon-180B,Edge,Planning & Scheduling,7.0,7.0,0.3327,0.4596,0.4958,21.33,129.27,445.3,75.7,True,0.337,False,True,0.4196999999999999,33.3095238095238,93.59,4,5,6,2025
Email Manager,Gemini-Pro,Mobile,Decision Making,10.0,8.0,0.3,0.4,0.3717,63.33,136.74,598.2,108.3,True,0.4035,False,True,0.35151,12.509252669039146,108.245,4,5,6,2025
Task Planner,PaLM-2,Hybrid,Planning & Scheduling,6.0,5.0,0.485,0.5472,0.5491,23.02,1034.84,475.6,65.8,True,0.6149,False,False,0.5228900000000001,39.02164179104479,93.043,4,5,6,2025
Customer Service,Falcon-180B,Edge,Planning & Scheduling,4.0,2.0,0.6149,0.6961,0.6393,18.33,408.55,379.3,57.3,True,0.7255,False,True,0.64658,59.31926605504587,70.785,4,5,6,2025
Customer Service,GPT-4o,Desktop,Learning & Adaptation,7.0,8.0,0.4244,0.5787,0.5315,96.96,652.38,453.4,84.1,True,0.55,False,False,0.50282,13.267018469656993,118.5,4,5,6,2025
Code Assistant,LLaMA-3,Hybrid,Research & Summarization,4.0,5.0,0.6502,0.6882,0.7004,32.11,1152.21,386.1,59.1,True,0.713,True,False,0.67666,43.37564102564103,99.91,4,5,6,2025
Marketing Assistant,LLaMA-3,Mobile,Text Processing,4.0,3.0,0.6708,0.6566,0.6584,24.04,162.55,251.9,50.8,True,0.8061,False,True,0.66282,57.63652173913043,86.42699999999999,4,5,6,2025
Translation Agent,Mixtral-8x7B,Cloud,Code Generation,6.0,6.0,0.4635,0.5597,0.58455,41.09,630.935,408.65,69.4,True,0.53905,False,False,0.5292349999999999,27.966852002794596,102.434,4,5,6,2025
Email Manager,Gemini-Pro,Cloud,Data Analysis,5.0,4.0,0.4976,0.6614,0.6572,50.08,213.99,354.2,38.6,True,0.5065,True,True,0.5946199999999999,28.048113207547168,75.455,4,5,6,2025
Content Creator,CodeT5+,Cloud,Code Generation,9.0,10.0,0.3,0.4,0.449,36.8,134.58,569.6,99.0,True,0.3891,False,True,0.3747,19.721052631578942,127.237,4,5,6,2025
Data Analyst,GPT-4o,Edge,Learning & Adaptation,7.0,7.0,0.4846,0.5312,0.5554,116.22,1556.0,485.8,60.8,True,0.5888,False,True,0.51982,11.655156950672644,111.216,4,5,6,2025
Content Creator,Gemini-Pro,Mobile,Learning & Adaptation,10.0,8.0,0.3,0.4,0.3917,92.42,1308.72,621.6,117.5,True,0.3922,False,True,0.35751,9.408157894736842,107.454,4,5,6,2025
Task Planner,Mixtral-8x7B,Mobile,Communication,5.0,4.0,0.5346,0.6327,0.5442,17.38,381.85,382.3,64.5,True,0.5634,False,True,0.56691,53.48207547169813,79.438,4,5,6,2025
Research Assistant,Transformer-XL,Hybrid,Problem Solving,8.0,10.0,0.3449,0.4811,0.4328,57.43,512.35,488.8,85.5,True,0.3984,False,True,0.41213,16.485200000000003,127.888,4,5,6,2025
Content Creator,CodeT5+,Mobile,Text Processing,6.0,7.0,0.3962,0.6112,0.6113,28.73,5288.02,375.3,66.9,True,0.4858,False,True,0.52523,36.72937062937063,104.006,4,5,6,2025
Project Manager,InstructGPT,Server,Communication,6.0,6.0,0.4635,0.5597,0.58455,41.09,630.935,408.65,69.4,False,0.53905,False,False,0.5292349999999999,27.966852002794596,102.434,4,5,6,2025
HR Recruiter,PaLM-2,Server,Creative Writing,4.0,2.0,0.6802,0.6346,0.7004,30.21,1210.41,270.3,53.6,True,0.6983,False,False,0.6725800000000001,48.7376811594203,68.881,4,5,6,2025
Task Planner,Gemini-Pro,Desktop,Learning & Adaptation,7.0,7.0,0.3595,0.4499,0.5634,124.14,735.11,452.0,83.8,True,0.4545,False,False,0.44779,9.54776119402985,101.815,4,5,6,2025
Sales Assistant,LLaMA-3,Hybrid,Data Analysis,5.0,5.0,0.5912,0.6495,0.5886,81.41,565.24,329.3,69.6,True,0.6153,True,False,0.60791,19.360191082802547,93.071,4,5,6,2025
Email Manager,Mixtral-8x7B,Server,Research & Summarization,9.0,10.0,0.3,0.4154,0.4835,42.52,139.4,550.1,99.6,True,0.4026,False,False,0.3896699999999999,18.82463768115942,128.18200000000002,5,5,0,2025
HR Recruiter,LLaMA-3,Server,Research & Summarization,9.0,8.0,0.3,0.4,0.4559,49.89,1274.5,486.6,90.5,True,0.3359,False,True,0.37677,16.745333333333335,103.513,5,5,0,2025
HR Recruiter,Falcon-180B,Server,Text Processing,5.0,7.0,0.4942,0.6041,0.6225,23.99,1325.01,295.6,66.4,True,0.529,False,False,0.5656599999999999,47.13833333333333,107.03,5,5,0,2025
Document Processor,GPT-4o,Mobile,Research & Summarization,9.0,9.0,0.3462,0.4276,0.445,58.5,342.78,487.8,93.5,True,0.4433,True,True,0.40026,15.758267716535432,121.031,5,5,0,2025
Customer Service,PaLM-2,Edge,Research & Summarization,4.0,3.0,0.6266,0.7115,0.6737,59.96,678.11,309.2,44.5,True,0.7442,True,True,0.6662,27.64315352697096,82.094,5,5,0,2025
Sales Assistant,CodeT5+,Server,Data Analysis,4.0,6.0,0.6203,0.7013,0.7247,62.33,2864.16,236.9,72.4,True,0.667,True,True,0.67592,28.046473029045643,106.69,5,5,0,2025
Task Planner,Mixtral-8x7B,Desktop,Text Processing,6.0,6.0,0.4635,0.5597,0.58455,41.09,630.935,408.65,69.4,False,0.53905,False,False,0.5292349999999999,27.966852002794596,102.434,5,5,0,2025
Project Manager,Transformer-XL,Hybrid,Planning & Scheduling,7.0,5.0,0.4253,0.4828,0.4647,29.93,1408.41,460.4,74.4,True,0.465,False,True,0.45437,29.126282051282057,82.55000000000001,5,5,0,2025
Project Manager,PaLM-2,Hybrid,Data Analysis,8.0,10.0,0.3,0.4183,0.479,63.95,394.62,565.7,91.9,True,0.362,True,False,0.38919,13.899642857142856,125.34,5,5,0,2025
Financial Advisor,Gemini-Pro,Hybrid,Data Analysis,7.0,8.0,0.4662,0.5314,0.5364,57.74,1100.98,455.3,79.5,True,0.5747,False,True,0.5068199999999999,20.43629032258064,120.229,5,5,0,2025
Content Creator,Mixtral-8x7B,Server,Decision Making,7.0,9.0,0.3876,0.5485,0.5422,25.2,1996.14,484.7,58.9,True,0.4004,False,True,0.48225,33.96126760563381,118.028,5,5,0,2025
Project Manager,InstructGPT,Hybrid,Text Processing,6.0,7.0,0.476,0.6452,0.6499,7.58,1420.05,479.1,82.5,True,0.5445,False,False,0.57893,69.75060240963855,108.115,5,5,0,2025
HR Recruiter,Transformer-XL,Cloud,Research & Summarization,4.0,3.0,0.6263,0.6366,0.6358,40.08,170.3,311.9,41.7,True,0.7351,False,False,0.63224,36.128,81.457,5,5,0,2025
Translation Agent,Claude-3.5,Server,Problem Solving,6.0,4.0,0.461,0.5717,0.5028,52.8,522.29,353.1,69.7,True,0.4764,False,False,0.50675,22.929864253393664,73.348,5,5,0,2025
Customer Service,LLaMA-3,Server,Decision Making,5.0,3.0,0.555,0.6836,0.6944,46.99,691.65,341.8,52.6,True,0.5883,False,False,0.6354,31.611940298507463,71.18100000000001,5,5,0,2025
Financial Advisor,PaLM-2,Desktop,Creative Writing,8.0,9.0,0.3,0.4693,0.5417,37.74,736.47,441.2,76.7,True,0.4264,True,False,0.4232999999999999,23.516666666666666,119.848,5,5,0,2025
Task Planner,Falcon-180B,Mobile,Planning & Scheduling,4.0,5.0,0.646,0.6862,0.7094,26.2,339.63,278.1,54.9,True,0.7703,False,True,0.67708,54.1664,103.921,5,5,0,2025
HR Recruiter,Transformer-XL,Mobile,Code Generation,4.0,2.0,0.6417,0.5968,0.6641,46.14,201.93,291.1,62.0,True,0.6753,False,True,0.63495,32.898963730569946,67.271,5,5,0,2025
Financial Advisor,Mixtral-8x7B,Hybrid,Creative Writing,8.0,7.0,0.3155,0.4526,0.4561,42.14,879.21,504.3,80.9,True,0.4346,False,True,0.39881,19.84129353233831,100.422,5,5,0,2025
Translation Agent,PaLM-2,Server,Data Analysis,8.0,7.0,0.3485,0.4985,0.4576,51.26,521.22,535.7,98.4,True,0.4405,False,False,0.42623,18.214957264957263,100.835,5,5,0,2025
Research Assistant,CodeT5+,Server,Communication,3.0,2.0,0.7256,0.773,0.7693,20.6,940.96,220.3,49.3,False,0.8586,False,True,0.7529300000000001,74.54752475247524,100.102,5,5,0,2025
Code Assistant,Gemini-Pro,Cloud,Research & Summarization,6.0,6.0,0.4635,0.5597,0.58455,41.09,630.935,408.65,69.4,False,0.53905,True,False,0.5292349999999999,27.966852002794596,102.434,6,5,1,2025
Sales Assistant,Claude-3.5,Mobile,Problem Solving,7.0,7.0,0.5389,0.512,0.5506,27.44,1190.93,444.4,86.4,True,0.5632,False,True,0.53434,36.59863013698631,109.424,6,5,1,2025
Document Processor,GPT-4o,Hybrid,Communication,6.0,6.0,0.4635,0.5597,0.58455,41.09,630.935,408.65,69.4,False,0.53905,False,False,0.5292349999999999,27.966852002794596,102.434,6,5,1,2025
Social Media Manager,Gemini-Pro,Desktop,Learning & Adaptation,7.0,6.0,0.389,0.5426,0.5535,125.6,595.63,472.8,58.6,True,0.3995,False,False,0.48443,10.177100840336134,87.965,6,5,1,2025
Content Creator,Gemini-Pro,Desktop,Problem Solving,7.0,7.0,0.3178,0.4652,0.5424,43.05,3430.54,473.7,60.0,True,0.4302,False,False,0.4294,21.36318407960199,100.114,6,5,1,2025
Code Assistant,Gemini-Pro,Cloud,Planning & Scheduling,6.0,6.0,0.4644,0.5534,0.5733,28.76,1712.17,412.0,82.0,True,0.5218,False,False,0.52377,35.630612244897954,96.526,6,5,1,2025
Research Assistant,Claude-3.5,Server,Data Analysis,7.0,8.0,0.3409,0.5095,0.5504,56.37,811.2,499.3,74.2,True,0.3464,False,False,0.4543299999999999,18.31975806451613,104.248,6,5,1,2025
